Gene_name	mRNA_peak_zone	mRNA_center_of_mass_0_1_scaled	Proteim_coefficient_of_variation_mean	Proteim_coefficient_of_variation_median
Fkbp3	1	0.216666666666667	0.128513168124536	0.127098337080757
Fkbp4	1	0.234180138568129	0.090117287946039	0.0819497748660868
Fkbp5	3	0.35	0.566014818471644	0.530343001385202
Fkbp8	1	0.485714285714286	0.160510171278963	0.145232151322927
Flad1	3	0.428571428571429	0.29102520356809	0.282558051527577
Flii	6	0.576306620209059	0.388716342365905	0.397565820196868
Flna	1	NaN	0.820586443865575	0.817805934702791
Flnb	1	0.501984126984127	0.109584591295403	0.104712706728064
Fmn1	4	0.534299516908213	1	1
Fmo4	2	0.333905579399142	0.167950848652176	0.102454737639169
Fmo5	3	0.470674157303371	0.094816288762115	0.0965825565721457
Fmr1	5	0.477586206896552	0.265498983223261	0.268103771084599
Fndc3a	6	0.505230769230769	0.97767090063074	1
Fnta	1	0.3265625	0.300995734606567	0.253908037440122
Fosl1	5	0.8	0.96650635094611	1
Frk	2	0.493607305936073	0.630633665381545	0.578590780883758
Fth1	1	0.314555718584467	0.769211228730438	0.752778239856024
Ftl1	2	0.413810449296902	0.559460953110739	0.532567344207019
Fubp1	1	0.304977375565611	0.111857967791425	0.109716779046581
Fuca1	2	0.421132897603486	0.467458511792318	0.459566596787049
Fus	1	0.466066066066066	0.105709345277142	0.102774124325329
Fut8	1	0.247826086956522	0.255439742464527	0.249361343583903
Fxr1	1	0.457471264367816	0.2274625267065	0.203152973220676
Fxr2	3	0.494339622641509	1	1
G3bp1	1	0.304635761589404	0.283841540566971	0.289042530891368
G3bp2	2	0.395943204868154	0.210395205767517	0.163789298128408
G6pdx	2	0.374803149606299	0.086751736403884	0.0783046008285185
Gadd45gip1	1	0.284577114427861	0.260629521611218	0.241854768748782
Gak	5	0.520388349514563	0.354716261935653	0.343446204450122
Gal3st2	6	0.589135802469136	0.208870821970916	0.238441550441995
Gale	1	0.509090909090909	0.171351141534071	0.188503230681418
Galm	3	0.418457300275482	0.136833141435957	0.150360581963149
Galnt1	4	0.428330995792426	0.0869472375208166	0.0959000327264063
Galnt3	1	0.433333333333333	0.725264962193433	0.747489735075137
Galnt5	4	0.6	0.866025403784439	0.866025403784439
Galnt6	6	0.619777158774373	0.173170671788551	0.184415976170673
Galnt7	3	0.302649006622517	0.183335872710789	0.194251401267401
Ganab	1	0.352747252747253	0.0442270037437545	0.0432007725367733
Gapdh	6	0.524483992294285	0.151688579355897	0.149834822753442
Gar1	1	0.266666666666667	1	1
Gart	1	0.0545454545454546	0.146018511526898	0.110840361392057
Gata4	1	0.454198473282443	0.641877068430886	0.597661397284622
Gata6	3	0.506525037936267	1	1
Gatad2a	6	0.593291404612159	0.493107656298399	0.469031954368987
Gatad2b	3	0.527896995708155	0.776225073815165	0.749958988961314
Gatb	1	0.357894736842105	0.779578870306625	0.795615053917737
Gba	6	0.628571428571429	0.466739121468358	0.419987671811611
Gbas	1	0.33968253968254	0.778637321956388	0.735461815697069
Gcat	3	0.382389937106918	0.108786902545885	0.0989879640825249
Gcc1	3	0.538461538461538	1	1
Gcc2	1	0.461931818181818	0.395903028779339	0.390642530528362
Gcdh	1	0.222222222222222	0.207933685527767	0.174616901713659
Gclm	3	0.47286432160804	0.363328936428467	0.305985362034322
Gcn1l1	1	0.369072164948454	0.284135097702217	0.290388875377196
Gcsh	1	0.279389312977099	0.305435241803351	0.254334816915852
Gda	4	0.483654297792391	0.175077077945002	0.179874123187059
Gde1	2	0.426285714285714	1	1
Gdi1	3	0.547368421052632	0.180094824743192	0.190059618213218
Gdi2	2	0.387614678899083	0.140581482625604	0.14477000046081
Gdpd1	1	0.301581027667984	0.213847441145814	0.241528866641297
Gdpd2	3	0.462549800796813	0.522127221626636	0.450860179359828
Get4	4	0.45377358490566	0.765288818703856	0.733172338181568
Gfer	1	0.239705882352941	0.306238307236802	0.30987924039206
Gfm1	1	0.269387755102041	0.192156433990379	0.177698409805648
Gfm2	1	0.374545454545455	0.227277313215366	0.202440448958403
Gfpt1	6	0.539669421487603	0.183929845272627	0.178254790041938
Gga1	2	0.454393305439331	0.727742355303179	0.711891314912055
Ggt1	5	0.561690558576372	0.134880945481571	0.128214969123908
Ghitm	4	0.481855166802278	0.0869844539872805	0.057706169875472
Gigyf2	5	0.49683257918552	0.237968361271835	0.18611502184743
Gipc2	5	0.526984126984127	0.171274915051702	0.154723369368447
Gk	3	0.510058027079304	0.193022471286936	0.14810047094174
Glg1	1	0.425714285714286	0.0925410204697427	0.0761284482472857
Glipr2	2	0.2	0.973205080756888	1
Glo1	1	0.329206963249516	0.311600929352438	0.274707806617144
Glod4	3	0.394666666666667	0.0817925836962789	0.0706560569320743
Glod5	1	0.29590395480226	0.177746418001728	0.189793986333539
Glrx	3	0.391637973438269	0.391770520025507	0.366798464777411
Glrx3	1	0.285185185185185	0.226056603923686	0.235326070081336
Glrx5	1	0.248329048843188	0.626460122746107	0.492652242000327
Gls	2	0.385934819897084	0.0734856215917468	0.0621772557211203
Gltp	1	0.447814910025707	0.753854483133623	0.672152078053986
Glud1	1	0.252903225806452	0.0703081715439192	0.0623897632235321
Glul	2	0.225	0.866025403784439	0.866025403784439
Glyr1	1	0.437004405286344	0.260118345418801	0.231386667157508
Gmds	1	0.132467532467532	0.11350569290333	0.107218631581631
Gmfb	1	0.388932806324111	0.228381717137103	0.221513152456934
Gmppa	5	0.491911764705882	0.112840609757498	0.119033931646776
Gmppb	4	0.461849710982659	0.125655469186901	0.125523825100206
Gmps	2	0.3	0.269204571580094	0.265350657104532
Gna11	1	0.35030599755202	0.174372918950593	0.113874782678399
Gna13	6	0.492638036809816	0.334944544440847	0.314359781786839
Gnai2	3	0.492533333333333	0.0860448973907475	0.082644628151468
Gnai3	6	0.610200364298725	0.136905908885213	0.137551834421049
Gnaq	2	0.448618784530387	0.903499510466751	1
Gnas	2	0.398619499568594	0.339295975119108	0.372789475987673
Gnb1	2	0.466830198964295	0.246680754314735	0.125492921887827
Gnb2l1	1	0.158224942616679	0.112266750801472	0.124234732904384
Gnb4	1	NaN	0.97767090063074	1
Gng12	2	0.405653450807636	0.442355670751044	0.431102949821711
Gnl3	1	0.411111111111111	0.933012701892219	0.933012701892219
Gnpda1	2	0.406293706293706	0.213623202783144	0.182410081215297
Gns	3	0.506338028169014	0.749243939754537	0.78711600266332
Golga1	1	0.398757763975155	0.202104005948702	0.234048576534933
Golga2	6	0.582222222222222	0.181194051974523	0.17219173350529
Golga4	6	0.541763341067285	0.26909648810101	0.251855632145706
Golga5	5	0.535294117647059	0.130694771316919	0.117776330721147
Golim4	3	0.468686868686869	0.449921455764211	0.361698839949896
Golph3	3	0.489655172413793	0.257621861059008	0.279733635291429
Golph3l	3	0.427868852459016	0.181866931647437	0.192104434772602
Gorasp2	3	0.476484560570071	0.32141641019009	0.264357758906206
Gosr1	5	0.524752475247525	0.511470085380808	0.485186300154085
Gosr2	3	0.485051546391753	1	1
Got1	4	0.49639175257732	0.159389134421149	0.133830211460784
Got2	1	0.283660130718954	0.0968369052915775	0.0862682670788224
Gpa33	6	0.60157215047726	0.113017812786755	0.0861306158486631
Gpd1	2	0.368452380952381	0.107280382599798	0.0930128778301869
Gpd1l	3	0.333137829912024	0.132296854168949	0.143592427835616
Gpd2	6	0.591467356173239	0.0836183610802057	0.0811996812827662
Gphn	1	0.128	0.204987054006552	0.244659508203106
Gpr39	4	0.533333333333333	1	1
Gprc5a	6	0.950540958268934	0.597076652431822	0.619135031003509
Gps1	1	0.331818181818182	0.165406090003866	0.161611363892431
Gpt	3	0.494529914529915	0.124770534763323	0.123840658195964
Gpx1	1	0.0978517722878625	0.0976885865387509	0.108483128763953
Gpx2	1	0.213019891500904	0.202407347615653	0.184483132635788
Gpx4	2	0.473784461152882	0.186013772531136	0.129116662534038
Gramd1b	6	0.773575129533679	0.582856165516143	0.491204735769825
Gramd1c	6	0.578947368421053	0.605445651533282	0.59601577678751
Gramd3	3	0.507588532883643	1	1
Grb2	5	0.511724137931035	0.254182547309668	0.175858388686013
Grhpr	1	0.311258278145695	0.0986933588122787	0.0730699893067726
Grpel1	1	0.316831683168317	0.287101955502006	0.281642806724533
Grsf1	1	0.316666666666667	0.973205080756888	1
Grtp1	5	0.579381443298969	0.285105911235193	0.224474419548521
Gsdma	1	NaN	1	1
Gsk3a	2	0.513178294573643	0.695419523444168	0.616429586315878
Gsk3b	3	0.449162011173184	0.141515165123318	0.129309399892394
Gsn	6	0.677037037037037	0.347195033337383	0.340562991528183
Gspt1	1	0.342439024390244	0.218425434648709	0.191993023187437
Gsr	1	0.254545454545455	0.103949316006243	0.0915552774400361
Gss	6	0.505705705705706	0.131901735786414	0.119327919158777
Gsta1	1	0.175367647058824	0.170944444282496	0.176112434189267
Gsta4	1	0.2	0.492633509183741	0.463180567493281
Gstk1	3	0.391935483870968	0.289121528963039	0.29187202452539
Gstm1	2	0.270422535211268	0.102876296728009	0.0941709932598397
Gstm2	1	0.242105263157895	0.361884097519795	0.323004777969239
Gstm3	2	0.22794959908362	0.250714892819424	0.282472593815274
Gsto1	2	0.42732404968009	0.135617992122766	0.137554455137021
Gstp1	1	0.231948051948052	0.307179616278838	0.318264792131994
Gstt2	1	0.326229508196721	0.434177075031682	0.361943069466208
Gtf2a1	1	0.5125	1	1
Gtf2b	5	0.556880733944954	1	1
Gtf2f1	5	0.648377581120944	0.492886877946582	0.47448506960447
Gtpbp1	3	0.483333333333333	0.906038470068846	1
Gucy2c	2	0.403534609720177	0.31189125792478	0.315747199008614
Guk1	3	0.410922330097087	0.235269678151384	0.226410447344471
H1f0	1	0.332463295269168	0.0838275087784008	0.0710106632733149
H2-Aa	3	0.481468607429937	0.667018800205945	0.805883195275901
H2-Ab1	4	0.536956203310385	0.298028327643604	0.244008661855909
H2-D1	6	0.595129182549767	0.14067761201571	0.136133508200872
H2-DMa	2	0.38118609406953	1	1
H2-Eb1	3	0.427330240404892	1	1
H2-K1	5	0.638460630386023	0.14115325351096	0.0885774092044195
H2-T23	5	0.58068669527897	0.55578498479368	0.5816467190295
H2-T3	3	0.407452165156093	0.0935356972186548	0.06173214093423
H2afj	1	0.3888442659527	0.622147837193596	0.607122454099272
H2afv	1	0.313272727272727	0.229300831479025	0.181267701954736
H2afy	1	0.307335907335907	0.104522755146657	0.103743184930677
H3f3a	2	0.391156462585034	0.599881219497264	0.61834339727708
H6pd	1	0.223529411764706	1	1
Hacd2	2	0.330555555555556	1	1
Hacd3	1	0.284057971014493	0.973205080756888	1
Hadh	2	0.388066465256798	0.108543254209868	0.0988274605945786
Hadha	2	0.453677932405567	0.06591383878355	0.0564281290788405
Hadhb	2	0.377777777777778	0.0524503819116096	0.0345899171481794
Hagh	2	0.346753246753247	0.206026715319444	0.199580569472692
Hars	6	0.466666666666667	0.124050398824586	0.0869251506869257
Hars2	3	0.395555555555555	0.729654115842779	0.677303184704497
Hat1	2	0.354545454545454	0.681492861365768	0.586815904673469
Hbs1l	1	0.382417582417582	0.97767090063074	1
Hccs	2	0.442622950819672	0.345711685327313	0.370344484390714
Hdac1	1	0.298550724637681	0.328859043961336	0.314734979234084
Hdgf	1	0.305586592178771	0.470187481751926	0.55907175253824
Hdgfrp2	1	0.345098039215686	1	1
Hdhd3	2	0.312452830188679	0.161414303692145	0.127837528001082
Hdlbp	3	0.503484848484849	0.121006523848166	0.12793305659058
Heatr5a	3	0.402214022140221	1	1
Heatr5b	1	0.4	0.656807270771464	0.619654457918694
Hectd3	4	0.467716535433071	0.111790216668097	0.116359468951208
Heph	3	0.49767955801105	0.154427442364172	0.127531926087679
Herc4	6	0.610071942446043	0.96650635094611	1
Hexa	1	0.333846153846154	0.216455145892589	0.152611103884034
Hexb	2	0.455769230769231	0.199193501803757	0.169690430537645
Hexim1	3	0.427586206896552	0.96650635094611	1
Hgs	6	0.568548387096774	0.591734864258524	0.597850664728353
Hibadh	1	0.312056737588653	0.139106366252212	0.125888594312494
Hibch	1	0.259574468085106	0.276676248075321	0.246114957595723
Hif1an	5	0.460240963855422	1	1
Higd1a	6	0.525230202578269	0.283690872894959	0.358746071381719
Hint1	1	0.344175576814856	0.2605520770443	0.185585485401546
Hint2	1	0.326943942133816	0.316077339883498	0.194460058505973
Hip1r	2	0.4	0.236336818853149	0.225767527332285
Hist1h1a	1	0.333333333333333	0.212214976031589	0.166269756799493
Hist1h1b	1	NaN	0.110993725565188	0.112598508281709
Hist1h1c	6	0.713375796178344	0.127607149069046	0.112724739600125
Hist1h1d	4	0.6	0.125344174427451	0.124489378792162
Hist1h1e	1	0.378947368421053	0.140422414368725	0.132212106990233
Hist1h2bc	6	0.566423357664233	0.103605716150271	0.0900561916510865
Hist1h3b	6	1	0.760526699828884	0.723190872537985
Hist1h4a	1	NaN	0.0838273820660304	0.083490392576452
Hk2	6	0.876190476190476	0.281353244220097	0.279257319541867
Hkdc1	3	0.416049382716049	0.0433974818107896	0.0389729464950202
Hmga1	6	0.6	0.443484205381326	0.4350848178507
Hmgb1	1	0.3409200968523	0.273051208723634	0.281546788277531
Hmgb2	1	0.318110236220472	0.156794936082546	0.173896343766915
Hmgb3	1	0.304761904761905	0.378221461723287	0.343503800047896
Hmgcl	1	0.470909090909091	0.0794906016627881	0.0639207071330697
Hmgcs1	1	0.375454545454545	0.561081299454906	0.524941039502432
Hmgn1	1	0.284375	0.96650635094611	1
Hmgn5	1	0.365591397849462	0.643096903139687	0.620748132106927
Hmox2	3	0.398425196850394	0.318020155638832	0.264823821572504
Hn1	1	0.466101694915254	0.54997405300988	0.463578436445782
Hn1l	3	0.416216216216216	0.442025231009747	0.45247404907898
Hnf4a	6	0.579073033707865	0.97767090063074	1
Hnf4g	1	0.403891050583658	0.288181760745865	0.338016821924371
Hnrnpa0	1	0.385792349726776	0.274811396468491	0.289989833001625
Hnrnpa1	1	0.200877192982456	0.111997399899134	0.113374948547199
Hnrnpa2b1	1	0.374816983894583	0.0915171179382225	0.0845466541193527
Hnrnpa3	1	0.338442822384428	0.0849252580132546	0.0930317442070181
Hnrnpab	1	0.398029556650246	0.0885775911711053	0.0934052587287835
Hnrnpc	1	0.393717277486911	0.178330621477975	0.162282159697038
Hnrnpd	1	0.275739644970414	0.0638367066257477	0.0564424487539342
Hnrnpdl	1	0.46784140969163	0.14702940280501	0.137227309821282
Hnrnpf	3	0.387669990933817	0.127274853299588	0.114067373170195
Hnrnph1	1	0.410666666666667	0.400470875743675	0.396308149809568
Hnrnph2	3	0.481578947368421	0.955341801261479	1
Hnrnpk	1	0.407492195629553	0.0887581981874754	0.0700621813461459
Hnrnpl	1	0.423481781376518	0.0926129524930133	0.0950861396685644
Hnrnpll	1	0.347826086956522	0.500952504095486	0.436318445025644
Hnrnpm	1	0.335714285714286	0.0650499301868818	0.0710464598416748
Hnrnpul1	1	0.390476190476191	0.559059900291191	0.586793075942748
Hnrnpul2	4	0.488923556942278	0.112191676932855	0.114580998459935
Hook1	3	0.449197860962567	0.348753779773749	0.256571038381671
Hook2	4	0.499259259259259	0.540557347226866	0.453436766106598
Hp1bp3	1	0.358536585365854	0.31997292908451	0.330126721845368
Hpgd	2	0.433238636363636	0.205261405868883	0.185066895515943
Hras	1	0.390799031476998	0.97767090063074	1
Hrsp12	1	0.318181818181818	1	1
Hscb	1	0.266666666666667	0.768662606984097	0.727603392344761
Hsd17b10	1	0.181159420289855	0.0869455774993611	0.0811154933084823
Hsd17b11	5	0.545950627977479	0.126109560866772	0.111943617915614
Hsd17b12	1	0.390204081632653	0.268790497675656	0.184272044549768
Hsd17b2	6	0.624378109452736	0.305246139527518	0.322799742225874
Hsd17b4	2	0.341955835962145	0.0560190030314544	0.0541968345811905
Hsd17b6	2	0.397972116603295	0.195110511654445	0.159667813687043
Hsd3b3	5	0.507462686567164	1	1
Hsdl2	2	0.369942196531792	0.133073852520464	0.0819248659341924
Hsp90aa1	1	0.370890410958904	0.13615133814509	0.142933540987755
Hsp90ab1	1	0.242876165113182	0.0869858809882205	0.0930471754948744
Hsp90b1	1	0.28463768115942	0.0668232748266346	0.0611745059263864
Hspa12a	6	0.854545454545454	1	1
Hspa13	3	0.43728813559322	0.97767090063074	1
Hspa1b	1	0.375757575757576	0.453426012465618	0.464383042008653
Hspa4	2	0.427118644067797	0.0776414103611237	0.0549957419606772
Hspa4l	1	0.381609195402299	0.190600582937421	0.136700716183991
Hspa5	1	0.298435870698644	0.076724022267433	0.0621988007361478
Hspa8	1	0.362502865001146	0.0758735108357274	0.068317770255865
Hspa9	1	0.259851301115242	0.0407877115244208	0.0382946972366308
Hspd1	1	0.188679245283019	0.0621155732014599	0.0537327464129518
Hspe1	1	0.165369127516779	0.0832837163548251	0.0792860017835698
Hsph1	1	0.127272727272727	0.183259183197275	0.176847095319354
Htatip2	1	0.392592592592593	0.378734786745245	0.334081179542321
Htra2	3	0.307692307692308	0.859354467048458	1
Huwe1	1	0.330434782608696	1	1
Hyou1	1	0.211428571428571	0.0982055940251543	0.0969950403246305
Iah1	2	0.32695652173913	0.504073307771796	0.520047749241002
Iars	1	0.209090909090909	0.174694488274769	0.179415167820392
Iars2	1	0.368421052631579	0.242750737032291	0.269529180923351
Iba57	3	0.379310344827586	0.146938254946522	0.136759579927992
Ict1	1	0.304225352112676	0.195327182463692	0.129532419992783
Ide	1	0.34	0.207379594149197	0.196968448790274
Idh1	2	0.351434569629111	0.0929038557418329	0.0978037041908092
Idh2	1	0.153846153846154	0.0866416183549713	0.082371024298045
Idh3a	1	0.254926624737945	0.0636355194872859	0.0597533434639039
Idh3g	1	0.306282722513089	0.128869823160279	0.0738664446734688
Idi1	1	0.103703703703704	0.269926967957435	0.319802175719657
Ier3ip1	3	0.44944	0.495393127861828	0.480488774752095
Ifi27l2b	3	0.530730101735488	0.0914454813766158	0.0768237628601608
Ifi30	2	0.322162162162162	0.376170380739862	0.302567163979825
Ifi35	3	0.543776824034335	0.148597657364114	0.152459382763014
Ifih1	6	0.59344262295082	0.26852851185461	0.251407138450804
Ifit1	6	0.63267776096823	0.199998496937898	0.199520130810951
Ifrd1	6	0.945983044004844	1	1
Igbp1	1	0.297959183673469	0.145649217143537	0.130936920516835
Igf2bp2	1	0.379487179487179	0.210746072475136	0.221642879553618
Igf2r	2	0.411510791366906	0.204995125303333	0.216246270688152
Ik	1	0.434177215189873	0.291677854363901	0.261004508457124
Ilf2	6	0.537931034482759	0.793353453877513	0.767957892485449
Ilf3	1	0.276923076923077	0.285572009654622	0.315420874259694
Ilk	3	0.4448	0.881688819364828	0.933012701892219
Ilvbl	4	0.493777777777778	0.297015796243799	0.280041048324423
Immt	1	0.321338912133891	0.0766155246822599	0.0776464014663999
Impa1	2	0.395402298850575	0.109886834343193	0.106414720856864
Impad1	3	0.42530612244898	0.445100019146068	0.450678866119917
Impdh2	1	0.248648648648649	0.759889229843913	0.82050025733089
Inadl	6	0.557458563535912	0.344745793358966	0.384104830015385
Inpp1	4	0.41980198019802	0.672326323610782	0.63355098241541
Insr	3	0.44020618556701	0.721390214691619	0.648596680719785
Ipo5	1	0.323076923076923	0.276716242721856	0.257749527388293
Ipo7	1	0.374757281553398	0.246138776082084	0.223473809707627
Iqgap1	6	0.512142857142857	0.0652775354008425	0.05305744127874
Iqgap2	2	0.426695217701642	0.189789516727148	0.180495735811992
Irak4	3	0.504575163398693	0.973205080756888	1
Irgm1	1	0.412903225806452	0.296416526688167	0.263773442933424
Isca2	1	0.338461538461538	0.341196890733187	0.275678834986986
Iscu	2	0.344548286604361	0.15441945730586	0.161199955809592
Isoc1	2	0.340397350993378	0.237388041469679	0.212823794277542
Ist1	6	0.591827956989247	0.238101479801947	0.163765198538241
Isyna1	1	0.361904761904762	0.733562096720136	0.666298893437656
Itga2	1	0.4	0.198344621715479	0.187137570900106
Itga3	4	0.492219020172911	0.271595832517121	0.257470516228761
Itga6	5	0.594516971279373	0.0956603154914385	0.0762770944644333
Itgav	6	0.625	0.737426183116103	0.683194063926786
Itgb1	1	0.418493150684932	0.116301865235564	0.115378278175565
Itgb4	6	0.561627906976744	0.168303632007616	0.110347545522071
Itgb6	6	0.843010752688172	1	1
Itm2b	6	0.597891621971518	0.28091815651829	0.217126800183877
Itpa	1	0.410909090909091	0.168365587505759	0.141359627634606
Itpk1	6	0.645234415249871	0.687549253494662	0.716170015614476
Itpr3	1	0.379518072289157	0.106172991121171	0.116953940639285
Ivd	1	0.127272727272727	0.201234262848111	0.176848754039255
Jagn1	1	0.285333333333333	0.973205080756888	1
Jmjd7	1	0.175	NaN	NaN
Jup	6	0.617743702081052	0.0773131891369621	0.0865616607184203
Kalrn	5	0.572248803827751	1	1
Kars	1	0.371223021582734	0.0921356037412558	0.0775278421711265
Kbtbd11	3	0.432494279176201	0.336630533356901	0.293290419812914
Kctd5	1	0.396808510638298	0.512275502350913	0.520593001480147
Kdm1a	6	0.523684210526316	0.97767090063074	1
Kdm5a	1	0.387719298245614	0.842260807779797	1
Kdsr	1	0.339583333333333	0.317763778840214	0.258735975175152
Keap1	3	0.397058823529412	0.507737764877276	0.419080793562403
Khdrbs1	1	0.402424242424243	0.493737612375607	0.50394387675496
Khk	2	0.346598530820824	0.265630741026411	0.237064414485212
Khsrp	3	0.31219512195122	0.110681263281885	0.10138951016817
Kif13a	1	0.424347826086957	0.41193735591072	0.349419533403563
Kif2a	2	0.395283018867924	0.334127637795964	0.263273645939652
Kif5b	2	0.397995545657016	0.152724281795783	0.0996445104032135
Klc4	6	0.536962025316456	0.132769365262801	0.146595707340554
Kntc1	3	0.4	0.973205080756888	1
Kpna1	2	0.473333333333333	0.61918241119795	0.616563432954789
Kpna2	2	0.445283018867925	0.425362962674354	0.461034919938164
Kpna3	2	0.431884057971014	0.97767090063074	1
Kpna4	3	0.4464	0.683294996951472	0.719810169466579
Kpnb1	1	0.423204419889503	0.194054518786514	0.187411206807083
Kras	3	0.481853281853282	0.624835435987222	0.663555196024342
Krt18	6	0.769147005444646	0.129187422439341	0.132228375474444
Krt19	1	0.177948964853154	0.0474420597671936	0.047931646175887
Krt20	6	0.718463878326996	0.102867902361188	0.107220636391636
Krt8	6	0.699275778825152	0.0811935869743717	0.0874107574794108
Krtcap2	1	0.265174129353234	0.401208789736333	0.357518029632627
Ktn1	1	0.301538461538462	0.237733451108749	0.213924364199105
L2hgdh	4	0.570542635658915	0.112941482732299	0.107813969661654
Lace1	1	0.408333333333333	0.673521280878019	0.601190607235959
Lactb	3	0.43695652173913	0.33222738280396	0.360268945478441
Lactb2	6	0.556435643564356	1	1
Lad1	1	0.312204724409449	0.123389051855981	0.0920472286369513
Lama3	6	0.922641509433962	0.538915568152827	0.400719867144831
Lamp1	2	0.449660928534168	0.226871071052052	0.172532809821935
Lamp2	3	0.461396574440053	0.131305973408738	0.125215664735725
Lamtor1	1	0.378571428571429	0.515476289625825	0.495360184589201
Lamtor4	1	0.29568345323741	0.658801118549817	0.65402299798463
Lamtor5	1	0.339650872817955	0.862979199788085	1
Lancl2	1	0.303703703703704	0.709484371363255	0.615515840825439
Lap3	3	0.45011636927851	0.078668116844679	0.0701029485872305
Larp1	1	0.31638418079096	0.766042369591831	0.726052079509971
Larp4	1	0.269714285714286	0.596325564281439	0.493851326568573
Larp4b	1	0.42266500622665	0.512744434668042	0.505400544834071
Larp7	1	0.342857142857143	0.648352616945078	0.578243966370936
Lars	1	0.273333333333333	0.122960932734031	0.115705728936569
Lars2	6	0.551923076923077	0.204439670894824	0.15753311860477
Lasp1	2	0.490938511326861	0.127531876803758	0.12369505017266
Lbr	1	0.242105263157895	0.132862500111799	0.112407240379736
Lclat1	3	0.374736842105263	0.184178462332553	0.131947181784081
Lcp1	2	0.2	0.701182459010546	0.592333747162334
Ldb3	4	0.489421157684631	0.483105303418455	0.411077492126262
Ldha	2	0.47844142527557	0.105501189975339	0.0869093609265248
Lemd2	6	0.541880341880342	0.669778466939732	0.595952667111324
Leng9	6	0.762815884476534	1	1
Letm1	1	0.423897058823529	0.132841903452325	0.101350618235768
Lgals2	1	0.151587861679605	0.172332558529332	0.179732746819305
Lgals3	6	0.766927394865188	0.418320569293938	0.382316844046011
Lgals3bp	3	0.448792270531401	0.136271078671402	0.14773672911794
Lgals4	1	0.396011074071981	0.143078853267701	0.145242613893803
Lgals9	1	0.366556836902801	0.0981145539916061	0.0996199025498121
Lgalsl	6	0.57843137254902	0.589335031708618	0.58420849795135
Lima1	5	0.497097242380261	0.109034969852436	0.0704347205416901
Lims1	3	0.494594594594595	0.973205080756888	1
Lin7c	1	0.458333333333333	0.592893277253779	0.543921585086623
Lipe	5	0.609034907597536	0.237585322023717	0.231822209172427
Llgl2	6	0.511553784860558	0.108354019475043	0.101697117979698
Lman1	1	0.412602739726027	0.116564288972395	0.121193122686402
Lman2	1	0.356405990016639	0.0777571544877618	0.0695748296201859
Lmbrd1	5	0.532668329177057	0.933012701892219	0.933012701892219
Lmbrd2	4	0.505263157894737	1	1
Lmna	6	0.803530895334174	0.0848604014644651	0.0679123108340959
Lmnb1	1	0.329411764705882	0.116560292400014	0.111572082953361
Lmnb2	2	0.34	0.295561733542197	0.194886466062316
Lmtk2	5	0.614070351758794	0.374674100364473	0.241330978944665
Lnp	2	0.408163265306123	1	1
Lonp1	1	0.281481481481481	0.118223367459342	0.115943106231124
Lonp2	2	0.408333333333333	0.360989734938763	0.313233212967914
Lpcat3	3	0.46047471620227	0.11847265458318	0.116045678955
Lpgat1	2	0.455874673629243	0.165488535901008	0.133719939179611
Lpin3	6	0.63495145631068	0.636070526849149	0.592394351866099
Lpp	3	0.407531380753138	0.214512824412777	0.17853507282165
Lrba	3	0.368821292775665	0.2104088515295	0.176266158539167
Lrch4	3	0.7	0.97767090063074	1
Lrp1	2	0.475824175824176	0.184364129339163	0.156170218892827
Lrpap1	1	0.276923076923077	1	1
Lrpprc	1	0.123076923076923	0.0621185773431062	0.0630725453332461
Lrrc1	2	0.503703703703704	0.377243540558186	0.381277159787279
Lrrc16a	2	0.448333333333333	0.174870865172779	0.133475292372973
Lrrc19	3	0.393777777777778	0.540502540067983	0.533636542120287
Lrrc47	1	0.29	0.249173595263742	0.196284071034239
Lrrc59	1	0.418423236514523	0.0661366824560568	0.0646589218877267
Lrrc75a	5	0.463473053892216	1	1
Lrrfip1	6	0.705381165919283	0.358743235178219	0.338657241749523
Lrrfip2	1	0.477815699658703	0.377014858695784	0.320471685200348
Lsm12	1	0.340119760479042	1	1
Lsm2	1	0.295555555555556	0.660937754136204	0.614918242027423
Lsm3	1	0.414705882352941	0.97767090063074	1
Lsm4	1	0.327565392354125	0.973205080756888	1
Lsm8	1	0.361467889908257	0.321363756425425	0.382266047000736
Lsr	6	0.538733431516937	0.173600767678927	0.112904340516673
Lta4h	3	0.375221238938053	0.106251692388785	0.0996248653589345
Luc7l2	3	0.471779141104294	0.236093664797169	0.233440220916016
Luc7l3	1	0.461744966442953	0.973205080756888	1
Luzp1	3	0.491184573002755	0.202078891387322	0.124611721976307
Ly75	3	0.473770491803279	0.269464076019324	0.191913556356205
Lyar	1	0.290909090909091	0.361849312337946	0.393493648309016
Lyn	3	0.430379746835443	0.104893496492196	0.0759587792422865
Lypd8	1	0.174508410329306	0.758628899462016	0.800027809673689
Lypla1	3	0.456046065259117	0.195795945479757	0.128999970345283
Lypla2	5	0.544628099173554	0.973205080756888	1
Lzic	1	0.306	0.396991694524092	0.339802013862824
M6pr	3	0.418779342723005	0.204908110639777	0.219501778086203
Macrod1	1	0.405797101449275	0.768298426898491	0.735984727512818
Magi1	1	0.33921568627451	0.933012701892219	0.933012701892219
Magi3	6	0.572916666666667	1	1
Magoh	1	0.364383561643836	0.139234735581565	0.113196584531559
Magt1	1	0.290835030549898	0.275406450308549	0.222027454959184
